card_id,account_id,customer_id,card_number,card_type,issue_date,expiry_date,card_status
CA04422,AC03859,CU01216,3803-9638-4605-6751,CREDIT,2021-01-15,2026-01-15,EXPIRED
CA04423,AC07134,CU03102,1256-4610-1236-7463,DEBIT,2020-11-12,2024-11-12,ACTIVE
CA04424,AC03267,CU04482,6253-3466-1649-6526,CREDIT,2024-10-06,2029-10-06,EXPIRED
CA04425,AC05061,CU00738,0984-9592-0608-1978,DEBIT,2020-11-22,2025-11-22,ACTIVE
CA04426,AC04599,CU01447,3388-7051-1641-4149,DEBIT,2025-03-04,2028-03-04,ACTIVE
CA04427,AC06789,CU01332,3931-7928-0228-7981,DEBIT,2022-08-22,2025-08-22,EXPIRED
CA04428,AC03927,CU03948,9249-1000-4277-1847,CREDIT,2021-07-25,2024-07-25,ACTIVE
CA04429,AC05873,CU04091,9651-0622-5067-6436,CREDIT,2025-07-05,2028-07-05,BLOCKED
CA04430,AC00366,CU02356,6446-0712-3436-1751,DEBIT,2021-05-29,2024-05-29,ACTIVE
CA04431,AC02632,CU04349,3976-6425-6428-5334,DEBIT,2020-08-04,2023-08-04,EXPIRED
CA04432,AC03823,CU04809,6185-3554-9476-3439,CREDIT,2024-07-23,2029-07-23,ACTIVE
CA04433,AC03825,CU02675,9118-5093-7541-7057,CREDIT,2021-08-21,2025-08-21,EXPIRED
CA04434,AC03917,CU04947,4392-2517-4375-8965,DEBIT,2023-01-27,2028-01-27,BLOCKED
CA04435,AC07012,CU01741,7740-8003-5652-1226,CREDIT,2020-05-23,2023-05-23,BLOCKED
CA04436,AC00494,CU01868,7790-1008-6354-8185,DEBIT,2024-04-23,2027-04-23,BLOCKED
CA04437,AC03685,CU01860,8341-6702-3934-9195,CREDIT,2020-09-02,2023-09-02,EXPIRED
CA04438,AC01492,CU04615,1878-1504-1064-4405,CREDIT,2025-12-19,2029-12-19,EXPIRED
CA04439,AC04609,CU02285,9395-3881-8373-0520,DEBIT,2025-09-20,2029-09-20,ACTIVE
CA04440,AC07089,CU03862,5150-0865-0581-9931,CREDIT,2024-09-12,2027-09-12,ACTIVE
CA04441,AC03705,CU01989,3663-3472-8129-4535,DEBIT,2020-05-23,2023-05-23,ACTIVE
CA04442,AC06496,CU04014,0447-9144-3747-8706,CREDIT,2021-02-06,2026-02-06,BLOCKED
CA04443,AC05424,CU00649,2608-3274-1400-0086,CREDIT,2022-09-13,2025-09-13,EXPIRED
CA04444,AC01883,CU02779,0373-0072-6689-7830,CREDIT,2022-09-07,2026-09-07,ACTIVE
CA04445,AC05905,CU02164,3214-1255-4835-9043,CREDIT,2023-03-01,2026-03-01,EXPIRED
CA04446,AC00540,CU00340,3030-9143-3094-9633,DEBIT,2021-02-15,2025-02-15,ACTIVE
CA04447,AC06289,CU03576,6945-7313-5553-5617,CREDIT,2021-07-15,2025-07-15,EXPIRED
CA04448,AC03276,CU04139,4135-9739-3377-8909,CREDIT,2021-07-24,2024-07-24,EXPIRED
CA04449,AC02861,CU04368,2199-2777-4653-8870,CREDIT,2020-02-24,2024-02-24,EXPIRED
CA04450,AC04329,CU04354,6711-5373-0310-3814,DEBIT,2022-01-04,2025-01-04,BLOCKED
CA04451,AC00604,CU00524,8642-4338-6061-1476,CREDIT,2025-12-10,2030-12-10,ACTIVE
CA04452,AC00496,CU03126,4712-6552-1876-4108,DEBIT,2022-10-21,2026-10-21,EXPIRED
CA04453,AC07808,CU04286,9162-3666-5997-3998,CREDIT,2021-04-13,2024-04-13,ACTIVE
CA04454,AC03314,CU02608,4341-2731-0954-7286,DEBIT,2023-07-27,2027-07-27,BLOCKED
CA04455,AC04037,CU03207,9575-4873-3723-9686,CREDIT,2024-10-26,2029-10-26,EXPIRED
CA04456,AC07306,CU02411,7577-0683-8321-0822,CREDIT,2020-05-26,2025-05-26,EXPIRED
CA04457,AC07412,CU02565,6022-2181-8865-3928,CREDIT,2025-06-13,2029-06-13,ACTIVE
CA04458,AC03121,CU00330,0856-7654-1697-5517,DEBIT,2023-07-12,2028-07-12,ACTIVE
CA04459,AC02600,CU04985,5535-1664-4721-0706,CREDIT,2025-09-03,2030-09-03,ACTIVE
CA04460,AC02565,CU02741,3578-4534-1727-7057,CREDIT,2022-01-26,2026-01-26,ACTIVE
CA04461,AC07018,CU01721,6671-0851-3549-0383,CREDIT,2023-05-06,2028-05-06,BLOCKED
CA04462,AC05582,CU04722,2878-3860-5848-9478,CREDIT,2024-12-01,2028-12-01,ACTIVE
CA04463,AC05298,CU01375,8228-1006-8786-4014,CREDIT,2023-12-17,2026-12-17,ACTIVE
CA04464,AC00481,CU03320,4966-9928-8490-1337,CREDIT,2022-06-26,2026-06-26,BLOCKED
CA04465,AC07573,CU02659,2413-8263-6560-6476,DEBIT,2023-12-16,2026-12-16,EXPIRED
CA04466,AC02104,CU04595,0125-0460-9326-0418,DEBIT,2024-03-17,2029-03-17,ACTIVE
CA04467,AC01426,CU02874,4784-3748-5111-0192,CREDIT,2022-01-16,2025-01-16,EXPIRED
CA04468,AC06843,CU00279,2517-4432-2245-3715,CREDIT,2022-03-08,2027-03-08,EXPIRED
CA04469,AC01645,CU01268,5093-2240-3713-9772,DEBIT,2020-01-31,2023-01-31,BLOCKED
CA04470,AC01791,CU04376,2355-2659-9585-2991,DEBIT,2023-07-12,2028-07-12,BLOCKED
CA04471,AC00819,CU01665,5230-0480-9972-0964,DEBIT,2024-02-27,2028-02-27,BLOCKED
CA04472,AC00774,CU01074,1617-5067-6853-6718,CREDIT,2022-08-23,2025-08-23,ACTIVE
CA04473,AC07163,CU02797,9847-6178-0816-5321,CREDIT,2021-04-28,2025-04-28,BLOCKED
CA04474,AC00708,CU03050,7551-6706-2275-7172,DEBIT,2023-04-26,2027-04-26,EXPIRED
CA04475,AC06453,CU04014,9475-8341-3659-9518,CREDIT,2024-05-30,2027-05-30,ACTIVE
CA04476,AC07002,CU00080,4753-7255-6329-5256,CREDIT,2024-08-03,2028-08-03,ACTIVE
CA04477,AC07487,CU01132,6939-6827-7164-7374,CREDIT,2021-12-19,2025-12-19,EXPIRED
CA04478,AC03922,CU00663,8277-6439-1119-8518,DEBIT,2024-08-14,2028-08-14,ACTIVE
CA04479,AC04438,CU03240,2380-2354-0083-1994,DEBIT,2023-12-25,2027-12-25,EXPIRED
CA04480,AC05193,CU01763,7516-5637-4527-7285,DEBIT,2025-06-26,2030-06-26,BLOCKED
CA04481,AC07102,CU01542,4522-7499-8543-9981,CREDIT,2021-11-05,2026-11-05,ACTIVE
CA04482,AC06854,CU03520,4754-9323-3919-3178,CREDIT,2020-10-22,2025-10-22,EXPIRED
CA04483,AC05605,CU03952,4525-7951-8741-6072,DEBIT,2025-01-06,2028-01-06,BLOCKED
CA04484,AC04736,CU00594,7149-9816-7886-3075,CREDIT,2024-08-14,2027-08-14,EXPIRED
CA04485,AC03908,CU02372,3859-3551-6480-0241,DEBIT,2021-02-10,2024-02-10,ACTIVE
CA04486,AC02695,CU03094,5362-7849-1531-5756,DEBIT,2022-11-02,2026-11-02,EXPIRED
CA04487,AC05365,CU03301,7328-3488-0415-1503,CREDIT,2021-11-28,2025-11-28,ACTIVE
CA04488,AC03308,CU00921,1392-0306-8700-1464,CREDIT,2024-01-08,2029-01-08,EXPIRED
CA04489,AC05195,CU04325,2146-4632-7423-0043,CREDIT,2022-07-30,2026-07-30,EXPIRED
CA04490,AC06319,CU04326,9342-5590-7325-2573,DEBIT,2023-08-25,2027-08-25,ACTIVE
CA04491,AC05309,CU03061,7866-8873-1599-2840,CREDIT,2024-05-22,2029-05-22,BLOCKED
CA04492,AC04068,CU03169,1465-5734-6737-7924,DEBIT,2024-03-06,2027-03-06,ACTIVE
CA04493,AC07478,CU02648,5720-9830-1862-1903,DEBIT,2020-06-11,2025-06-11,ACTIVE
CA04494,AC07733,CU05000,9227-6875-2113-2219,CREDIT,2022-12-04,2026-12-04,BLOCKED
CA04495,AC05759,CU02233,0764-4110-4625-4139,CREDIT,2025-01-03,2030-01-03,EXPIRED
CA04496,AC01525,CU00298,8327-1741-4945-9606,DEBIT,2021-10-01,2025-10-01,EXPIRED
CA04497,AC06079,CU03028,2380-7589-8130-2489,CREDIT,2022-10-02,2027-10-02,BLOCKED
CA04498,AC05835,CU02096,9057-4003-6432-3523,CREDIT,2021-12-25,2025-12-25,ACTIVE
CA04499,AC00692,CU02412,8970-7973-4796-7500,DEBIT,2025-01-25,2028-01-25,ACTIVE
CA04500,AC03237,CU04993,6941-4481-6143-5285,DEBIT,2025-06-06,2029-06-06,ACTIVE
CA04501,AC06248,CU04101,2346-7430-2057-5432,CREDIT,2023-08-20,2026-08-20,BLOCKED
CA04502,AC02290,CU04197,7382-3018-3900-6298,CREDIT,2025-11-20,2030-11-20,ACTIVE
CA04503,AC03213,CU04897,1289-7476-8746-3094,DEBIT,2021-06-19,2024-06-19,BLOCKED
CA04504,AC02028,CU00425,5779-2146-1366-6920,CREDIT,2024-01-28,2027-01-28,EXPIRED
CA04505,AC06229,CU01064,4547-2076-3590-7105,DEBIT,2023-04-06,2026-04-06,BLOCKED
CA04506,AC04974,CU03799,9479-2224-3100-1007,DEBIT,2020-11-08,2025-11-08,BLOCKED
CA04507,AC04482,CU01819,1849-0999-7946-0363,DEBIT,2021-12-11,2025-12-11,ACTIVE
CA04508,AC07742,CU02454,2599-3638-2292-3229,DEBIT,2022-07-15,2026-07-15,BLOCKED
CA04509,AC02633,CU02981,6395-5832-0628-2691,CREDIT,2020-10-16,2025-10-16,BLOCKED
CA04510,AC02132,CU03809,9825-8224-8334-3972,CREDIT,2023-01-28,2027-01-28,BLOCKED
CA04511,AC05607,CU03057,4042-8317-9190-4214,DEBIT,2021-08-05,2024-08-05,ACTIVE
CA04512,AC05744,CU04449,5029-2691-8221-8969,DEBIT,2024-02-16,2027-02-16,EXPIRED
CA04513,AC06296,CU03052,2315-4455-5990-7508,CREDIT,2025-08-16,2029-08-16,ACTIVE
CA04514,AC00027,CU01353,0386-4886-6217-9906,DEBIT,2024-09-24,2028-09-24,EXPIRED
CA04515,AC00422,CU04709,2731-5606-7430-7704,DEBIT,2024-10-14,2028-10-14,ACTIVE
CA04516,AC07802,CU00500,9732-4012-3890-8314,DEBIT,2024-05-11,2027-05-11,BLOCKED
CA04517,AC05793,CU01107,3646-2585-6312-8115,CREDIT,2025-10-30,2028-10-30,BLOCKED
CA04518,AC03295,CU01776,2670-6301-6375-5579,DEBIT,2022-08-21,2025-08-21,ACTIVE
CA04519,AC01465,CU01971,4214-4896-2277-0185,DEBIT,2022-10-02,2025-10-02,ACTIVE
CA04520,AC07585,CU03976,2127-4048-0767-8955,CREDIT,2022-08-30,2026-08-30,EXPIRED
CA04521,AC03736,CU04132,4498-4751-7513-5563,DEBIT,2024-10-17,2028-10-17,BLOCKED
CA04522,AC00030,CU02268,8680-2120-6236-6484,DEBIT,2021-10-07,2026-10-07,ACTIVE
CA04523,AC04490,CU00560,5532-5879-0259-5070,CREDIT,2025-09-18,2030-09-18,ACTIVE
CA04524,AC03774,CU03860,9536-3758-6701-3839,CREDIT,2022-02-05,2026-02-05,ACTIVE
CA04525,AC06599,CU03766,4088-1566-5274-7505,DEBIT,2024-06-24,2028-06-24,EXPIRED
CA04526,AC03773,CU03613,0773-2058-3201-5938,DEBIT,2021-08-16,2025-08-16,EXPIRED
CA04527,AC01089,CU01614,0728-2841-4257-9358,DEBIT,2024-11-08,2027-11-08,ACTIVE
CA04528,AC06301,CU00939,2238-5427-6904-8915,DEBIT,2021-07-31,2026-07-31,ACTIVE
CA04529,AC07712,CU02986,2882-7164-8472-8698,DEBIT,2020-02-07,2025-02-07,EXPIRED
CA04530,AC00607,CU03253,5587-1169-4050-3365,DEBIT,2023-05-26,2028-05-26,BLOCKED
CA04531,AC05619,CU00003,4341-2910-2427-0204,DEBIT,2025-04-28,2030-04-28,BLOCKED
CA04532,AC01956,CU00501,4420-6692-0271-5913,CREDIT,2020-09-13,2025-09-13,ACTIVE
CA04533,AC00809,CU02166,2437-8454-1469-0847,CREDIT,2021-01-12,2026-01-12,EXPIRED
CA04534,AC05449,CU03789,8424-0435-5610-8850,DEBIT,2025-07-26,2030-07-26,ACTIVE
CA04535,AC06112,CU04656,0104-2439-0876-8247,DEBIT,2025-06-09,2029-06-09,ACTIVE
CA04536,AC00710,CU01427,8478-7816-3141-4759,CREDIT,2021-05-27,2026-05-27,BLOCKED
CA04537,AC01946,CU01936,4120-5747-2367-0361,CREDIT,2024-12-14,2028-12-14,EXPIRED
CA04538,AC07159,CU03551,9969-4350-3697-9000,CREDIT,2021-01-22,2025-01-22,ACTIVE
CA04539,AC03793,CU02527,0499-2818-0346-1128,DEBIT,2024-05-11,2029-05-11,EXPIRED
CA04540,AC02593,CU02828,7179-1815-7416-8008,CREDIT,2022-05-16,2025-05-16,EXPIRED
CA04541,AC05027,CU04002,9151-0056-3957-9822,CREDIT,2024-03-25,2029-03-25,ACTIVE
CA04542,AC05326,CU00631,5009-7058-9153-7386,CREDIT,2020-04-12,2023-04-12,EXPIRED
CA04543,AC02157,CU00368,9472-8485-4140-2648,CREDIT,2024-04-28,2028-04-28,BLOCKED
CA04544,AC00784,CU04134,5736-0265-8929-1566,CREDIT,2022-01-07,2027-01-07,BLOCKED
CA04545,AC03742,CU03201,9215-8101-0800-6381,DEBIT,2020-11-23,2024-11-23,BLOCKED
CA04546,AC03797,CU00988,0363-1684-2372-6083,CREDIT,2022-10-30,2027-10-30,BLOCKED
CA04547,AC02000,CU03872,7881-7927-1856-6862,DEBIT,2021-04-18,2025-04-18,ACTIVE
CA04548,AC05920,CU00518,7399-9223-9262-5882,DEBIT,2024-01-06,2027-01-06,BLOCKED
CA04549,AC00768,CU03307,7840-1184-4070-8684,CREDIT,2023-10-03,2026-10-03,EXPIRED
CA04550,AC04356,CU04072,4269-5386-9443-3222,CREDIT,2023-12-15,2026-12-15,BLOCKED
CA04551,AC04637,CU03383,0590-2101-2490-8169,DEBIT,2021-01-27,2024-01-27,EXPIRED
CA04552,AC00640,CU03618,0484-1163-0275-6561,CREDIT,2023-09-05,2026-09-05,EXPIRED
CA04553,AC01434,CU01895,0642-4592-0138-3823,DEBIT,2023-02-07,2027-02-07,ACTIVE
CA04554,AC04169,CU04474,3452-6215-8880-1907,CREDIT,2022-04-10,2025-04-10,EXPIRED
CA04555,AC03948,CU04713,2966-6305-1524-1165,CREDIT,2020-06-03,2023-06-03,ACTIVE
CA04556,AC00475,CU02299,7901-6333-4919-3997,CREDIT,2021-04-17,2024-04-17,ACTIVE
CA04557,AC04349,CU02003,7823-9487-8091-5246,CREDIT,2021-08-02,2025-08-02,BLOCKED
CA04558,AC00979,CU01062,3836-6800-2855-9006,CREDIT,2020-08-15,2024-08-15,ACTIVE
CA04559,AC03089,CU04418,2266-6350-6288-9464,DEBIT,2025-06-15,2029-06-15,ACTIVE
CA04560,AC03201,CU01854,2489-2432-8186-2683,CREDIT,2021-09-04,2026-09-04,ACTIVE
CA04561,AC03243,CU03910,9487-0582-5528-7572,DEBIT,2021-06-02,2024-06-02,BLOCKED
CA04562,AC04872,CU04503,4220-8987-7222-7189,DEBIT,2025-02-18,2028-02-18,BLOCKED
CA04563,AC00682,CU01997,4694-0034-8167-7894,DEBIT,2025-09-23,2028-09-23,ACTIVE
CA04564,AC03328,CU03403,8769-7532-1618-8686,DEBIT,2021-11-02,2025-11-02,ACTIVE
CA04565,AC05452,CU04408,3665-6502-4805-0787,DEBIT,2025-05-12,2029-05-12,ACTIVE
CA04566,AC00343,CU03793,9279-4754-7649-8242,DEBIT,2023-12-23,2027-12-23,BLOCKED
CA04567,AC05220,CU00273,2820-6431-3987-9732,CREDIT,2025-06-02,2030-06-02,ACTIVE
CA04568,AC02450,CU02226,0436-8663-4719-7543,DEBIT,2025-08-23,2029-08-23,BLOCKED
CA04569,AC02181,CU02612,7106-3233-9876-8878,DEBIT,2023-06-14,2028-06-14,ACTIVE
CA04570,AC05307,CU03326,2807-1471-3587-3328,DEBIT,2022-02-04,2027-02-04,ACTIVE
CA04571,AC02899,CU04045,6607-2109-2011-6781,CREDIT,2020-01-30,2025-01-30,EXPIRED
CA04572,AC04334,CU02149,1325-5507-9431-2971,DEBIT,2024-12-16,2029-12-16,EXPIRED
CA04573,AC04051,CU00365,0457-9550-9041-1636,CREDIT,2025-11-13,2028-11-13,ACTIVE
CA04574,AC05059,CU00919,3989-1703-3654-7285,CREDIT,2024-08-09,2028-08-09,BLOCKED
CA04575,AC00872,CU02186,1593-2107-6945-7907,DEBIT,2023-11-05,2026-11-05,EXPIRED
CA04576,AC02838,CU02311,1473-5811-2716-9677,DEBIT,2022-06-29,2026-06-29,EXPIRED
CA04577,AC07637,CU03907,5483-7641-0825-8743,CREDIT,2020-08-11,2024-08-11,EXPIRED
CA04578,AC01074,CU01223,4372-1227-8080-8585,CREDIT,2021-03-24,2025-03-24,BLOCKED
CA04579,AC00949,CU04373,8781-1746-1826-5318,DEBIT,2024-04-13,2029-04-13,BLOCKED
CA04580,AC00166,CU02103,9466-8349-3007-1261,DEBIT,2024-05-11,2027-05-11,EXPIRED
CA04581,AC04818,CU04352,5091-8906-5759-6942,CREDIT,2021-02-17,2025-02-17,EXPIRED
CA04582,AC03835,CU04654,2090-4180-1489-0596,CREDIT,2025-08-05,2028-08-05,ACTIVE
CA04583,AC04464,CU02752,5441-4622-1102-2032,CREDIT,2024-11-25,2028-11-25,BLOCKED
CA04584,AC05587,CU01417,7182-7363-7225-6778,DEBIT,2022-05-02,2026-05-02,BLOCKED
CA04585,AC02831,CU01691,8622-3636-5820-7389,CREDIT,2023-12-20,2027-12-20,BLOCKED
CA04586,AC01361,CU02793,5210-4145-6293-8007,CREDIT,2023-09-19,2027-09-19,EXPIRED
CA04587,AC02386,CU00439,2150-0288-1100-4382,CREDIT,2022-06-10,2026-06-10,BLOCKED
CA04588,AC00435,CU01478,6800-5790-5349-8261,DEBIT,2020-12-18,2023-12-18,EXPIRED
CA04589,AC00590,CU01979,0372-4215-0206-3676,CREDIT,2024-05-02,2027-05-02,BLOCKED
CA04590,AC03513,CU00491,0320-4232-3290-1724,DEBIT,2022-05-05,2025-05-05,EXPIRED
CA04591,AC05918,CU00127,2585-8430-3123-4262,DEBIT,2021-10-18,2024-10-18,EXPIRED
CA04592,AC02168,CU01968,4778-1795-1209-4891,DEBIT,2024-07-03,2028-07-03,BLOCKED
CA04593,AC04388,CU01644,7759-2427-5953-6564,CREDIT,2023-09-02,2027-09-02,EXPIRED
CA04594,AC03701,CU03361,5339-1265-2632-2201,DEBIT,2022-08-29,2026-08-29,EXPIRED
CA04595,AC04571,CU03665,5770-3503-8796-2128,DEBIT,2025-10-05,2028-10-05,ACTIVE
CA04596,AC05831,CU03174,4090-5261-8441-5406,CREDIT,2025-12-31,2030-12-31,ACTIVE
CA04597,AC05063,CU04347,6904-0820-5152-8560,DEBIT,2024-03-06,2027-03-06,EXPIRED
CA04598,AC04934,CU01631,1090-7396-0824-9703,CREDIT,2023-09-07,2027-09-07,EXPIRED
CA04599,AC06683,CU02365,8615-7178-6693-5094,CREDIT,2025-02-01,2030-02-01,BLOCKED
CA04600,AC00259,CU02512,5209-1431-9073-1821,DEBIT,2025-09-07,2028-09-07,EXPIRED
CA04601,AC01566,CU00375,8956-5473-1426-4326,DEBIT,2022-08-31,2026-08-31,ACTIVE
CA04602,AC07321,CU01176,4251-0904-4977-2624,DEBIT,2020-12-03,2025-12-03,BLOCKED
CA04603,AC06812,CU03582,7044-6134-1893-2382,DEBIT,2025-02-13,2028-02-13,BLOCKED
CA04604,AC06376,CU01873,2309-8724-6143-4963,DEBIT,2025-02-15,2030-02-15,EXPIRED
CA04605,AC05742,CU02483,5787-3268-3364-6995,DEBIT,2022-11-24,2025-11-24,BLOCKED
CA04606,AC01487,CU03691,0013-2402-3347-8111,DEBIT,2020-10-31,2024-10-31,EXPIRED
CA04607,AC06076,CU02209,8393-3313-9460-5175,CREDIT,2022-09-29,2026-09-29,ACTIVE
CA04608,AC05720,CU04101,0881-3556-8138-2662,DEBIT,2024-03-28,2027-03-28,EXPIRED
CA04609,AC03754,CU01954,9393-1680-6676-8387,DEBIT,2020-10-27,2025-10-27,EXPIRED
CA04610,AC01238,CU02657,9991-0786-7597-3464,DEBIT,2023-05-13,2026-05-13,EXPIRED
CA04611,AC06559,CU03522,5135-3437-3184-2111,DEBIT,2021-07-17,2025-07-17,BLOCKED
CA04612,AC03165,CU03242,4586-3458-1556-6284,CREDIT,2023-01-15,2027-01-15,BLOCKED
CA04613,AC07519,CU01381,2350-0719-2808-1490,CREDIT,2020-12-07,2024-12-07,EXPIRED
CA04614,AC02815,CU04343,8084-8040-6680-8645,DEBIT,2025-10-16,2028-10-16,EXPIRED
CA04615,AC00891,CU02054,0697-0678-7544-9852,CREDIT,2021-07-31,2025-07-31,EXPIRED
CA04616,AC02889,CU03272,6231-1260-9887-8378,DEBIT,2025-12-29,2029-12-29,BLOCKED
CA04617,AC03238,CU04871,0055-8069-5099-9042,CREDIT,2021-11-04,2025-11-04,EXPIRED
CA04618,AC03320,CU02173,5943-7129-2288-5324,DEBIT,2023-08-24,2028-08-24,EXPIRED
CA04619,AC01404,CU01143,7047-3440-3654-5164,DEBIT,2020-01-02,2024-01-02,BLOCKED
CA04620,AC01468,CU02251,4752-2070-2153-1802,CREDIT,2024-01-29,2028-01-29,EXPIRED
CA04621,AC05260,CU03273,2793-5123-0391-4474,CREDIT,2020-02-06,2024-02-06,ACTIVE
CA04622,AC07021,CU03011,5080-4551-0873-3554,CREDIT,2023-01-04,2026-01-04,ACTIVE
CA04623,AC04693,CU02581,2144-7469-0210-3732,DEBIT,2020-09-01,2024-09-01,EXPIRED
CA04624,AC03996,CU01063,0465-9753-6231-4778,DEBIT,2021-10-19,2025-10-19,EXPIRED
CA04625,AC04549,CU02782,5987-0972-8566-4817,CREDIT,2025-06-08,2028-06-08,ACTIVE
CA04626,AC06709,CU03465,1545-7450-6141-1617,CREDIT,2021-03-26,2024-03-26,EXPIRED
CA04627,AC05824,CU04753,8041-0499-9614-9352,CREDIT,2020-03-24,2024-03-24,ACTIVE
CA04628,AC03070,CU04297,6333-0564-6210-5042,DEBIT,2025-02-16,2030-02-16,EXPIRED
CA04629,AC05493,CU03115,7453-7415-3419-5852,DEBIT,2021-09-26,2026-09-26,EXPIRED
CA04630,AC07441,CU01565,8121-0490-8415-8448,DEBIT,2025-06-22,2029-06-22,ACTIVE
CA04631,AC07591,CU04460,5682-7348-8020-2182,DEBIT,2022-06-29,2026-06-29,ACTIVE
CA04632,AC04319,CU01140,7431-9021-3553-3532,CREDIT,2022-02-04,2026-02-04,BLOCKED
CA04633,AC00439,CU01710,4674-4884-6460-7246,DEBIT,2021-01-06,2026-01-06,BLOCKED
CA04634,AC03223,CU01870,4942-8005-6011-9620,CREDIT,2025-08-05,2029-08-05,EXPIRED
CA04635,AC05181,CU03482,8345-2337-1573-1304,CREDIT,2024-11-28,2027-11-28,ACTIVE
CA04636,AC05833,CU03835,1153-2198-5961-1866,DEBIT,2025-09-09,2028-09-09,EXPIRED
CA04637,AC01121,CU01107,6249-4570-0741-7854,DEBIT,2020-07-20,2024-07-20,BLOCKED
CA04638,AC02438,CU02972,8343-5431-5680-9414,DEBIT,2024-11-01,2028-11-01,BLOCKED
CA04639,AC02202,CU03742,1696-8970-1451-4075,CREDIT,2021-06-19,2025-06-19,ACTIVE
CA04640,AC04722,CU02307,7086-3498-1259-5977,DEBIT,2025-10-09,2029-10-09,ACTIVE
CA04641,AC07372,CU04006,8043-9415-8387-6111,CREDIT,2021-06-16,2024-06-16,ACTIVE
CA04642,AC05885,CU03916,5424-0574-6981-9474,CREDIT,2024-06-19,2029-06-19,ACTIVE
CA04643,AC03032,CU00989,2336-5196-6437-2857,DEBIT,2025-12-11,2028-12-11,BLOCKED
CA04644,AC07087,CU04553,6857-9150-0917-6747,DEBIT,2022-04-25,2025-04-25,EXPIRED
CA04645,AC02742,CU02389,1834-3293-5690-4698,DEBIT,2023-05-26,2028-05-26,ACTIVE
CA04646,AC05797,CU04251,1585-7489-6033-2150,CREDIT,2020-05-17,2023-05-17,EXPIRED
CA04647,AC00310,CU01999,0740-1379-1472-6903,DEBIT,2024-05-17,2028-05-17,ACTIVE
CA04648,AC03557,CU02340,2529-7124-0895-3592,DEBIT,2023-09-09,2028-09-09,EXPIRED
CA04649,AC03955,CU04784,0067-5571-1474-5930,CREDIT,2021-10-20,2025-10-20,BLOCKED
CA04650,AC06672,CU00850,0043-4144-6108-1157,CREDIT,2021-01-15,2025-01-15,BLOCKED
CA04651,AC02722,CU01072,7740-9259-4895-8524,DEBIT,2023-02-28,2026-02-28,ACTIVE
CA04652,AC03469,CU04050,1305-1516-9685-3624,CREDIT,2023-08-09,2028-08-09,BLOCKED
CA04653,AC04361,CU04055,4329-4034-9843-8585,CREDIT,2025-06-12,2030-06-12,BLOCKED
CA04654,AC03619,CU02706,6559-6042-2884-7830,CREDIT,2023-05-16,2028-05-16,BLOCKED
CA04655,AC02708,CU01906,8435-1259-7111-6026,CREDIT,2022-05-24,2025-05-24,EXPIRED
CA04656,AC06535,CU03792,7755-9243-6345-9840,CREDIT,2020-03-02,2023-03-02,EXPIRED
CA04657,AC04011,CU04753,8863-8265-5377-4294,CREDIT,2022-09-19,2027-09-19,BLOCKED
CA04658,AC01481,CU02847,4529-3776-7773-3674,DEBIT,2023-12-31,2028-12-31,ACTIVE
CA04659,AC03834,CU02174,5285-3342-2957-2228,DEBIT,2022-09-23,2026-09-23,ACTIVE
CA04660,AC01843,CU03490,9306-4325-7196-9845,DEBIT,2023-12-30,2027-12-30,ACTIVE
CA04661,AC02871,CU02707,3571-3705-0528-4825,DEBIT,2020-04-08,2024-04-08,EXPIRED
CA04662,AC03994,CU00470,4042-3097-3042-3323,DEBIT,2020-06-03,2025-06-03,ACTIVE
CA04663,AC05315,CU01936,6339-0625-7123-7741,CREDIT,2023-06-23,2027-06-23,BLOCKED
CA04664,AC07680,CU03770,8481-8361-1699-6138,CREDIT,2020-11-02,2025-11-02,ACTIVE
CA04665,AC00930,CU02277,8150-8420-1220-3763,DEBIT,2021-10-22,2024-10-22,EXPIRED
CA04666,AC07391,CU03003,6137-7626-5237-6779,DEBIT,2021-07-08,2026-07-08,ACTIVE
CA04667,AC01910,CU01406,4681-6483-1317-6299,CREDIT,2025-01-08,2029-01-08,BLOCKED
CA04668,AC02294,CU04235,6250-1352-8171-7711,DEBIT,2025-03-25,2028-03-25,EXPIRED
CA04669,AC00793,CU02563,3786-6391-1224-7035,CREDIT,2023-09-24,2026-09-24,ACTIVE
CA04670,AC00102,CU01139,4170-4803-9129-5839,DEBIT,2025-09-24,2029-09-24,ACTIVE
CA04671,AC03706,CU00338,2405-7086-4282-0868,CREDIT,2022-02-27,2026-02-27,ACTIVE
CA04672,AC00335,CU00932,6552-7207-8127-9016,CREDIT,2024-10-05,2028-10-05,ACTIVE
CA04673,AC03421,CU03360,6630-2415-4462-0051,DEBIT,2023-02-09,2028-02-09,EXPIRED
CA04674,AC01054,CU04491,5067-0577-5536-1981,DEBIT,2024-12-03,2027-12-03,BLOCKED
CA04675,AC02409,CU01618,6035-2038-3855-6266,DEBIT,2023-05-23,2027-05-23,EXPIRED
CA04676,AC06970,CU03619,4381-8750-3826-8088,DEBIT,2023-11-11,2028-11-11,BLOCKED
CA04677,AC03146,CU01744,2737-2910-0560-2222,CREDIT,2023-08-20,2028-08-20,ACTIVE
CA04678,AC06489,CU00889,1202-3138-2158-2151,CREDIT,2021-11-03,2026-11-03,BLOCKED
CA04679,AC00571,CU01817,7658-2777-2708-3412,DEBIT,2025-09-09,2030-09-09,BLOCKED
